Título|Autor|Categorias|Data de publicação|Editora|Páginas|ISBN|Lido|Período de leitura|Comentários|Sumário|Caminho da capa|imagem
Projetando Espacos - Areas Residenciais|Miriam Gurgel||2004|Senac|301|9788573593204|Não|||Projetando espaços - guia de arquitetura de interiores para áreas residenciais' apresenta, de forma objetiva, os conceitos e princípios básicos da arquitetura de interiores. Um manual útil tanto para profissionais como para alunos dos cursos de design de interiores, que alia a exposição de informações técnicas e teóricas a aberturas criativas, que imprimem organicidade e consistência artística ao planejamento na área de arquitetura de interiores.|/MyLibrary/Images/Books/119.png|119.png
Projetando websites|Jakob Nielsen||2000|Gulf Professional Publishing|416|9788535206562|Não||||/MyLibrary/Images/Books/111.png|111.png
Psicologia aplicada a administracao|Maria Aprecida Ferreira de Aguiar||2002||3436|9788588365018|Não|||||no_img.jpg
Quebre As Regras Reinvente (Em Portuguese do Brasil)|Seth Godin||2012|Agir|0|9788522013098|Não||||/MyLibrary/Images/Books/158.png|158.png
QUESTAO DE CARATER, UMA|PAUL TOUGH||01/01/2014|Intrinseca|272|9788580574845|Não|||Por que algumas crianças se tornam adultos bem-sucedidos e outras não? Essa pergunta intriga pais e pedagogos do mundo inteiro, e a resposta mais comum tende a ser que o potencial de sucesso de uma criança varia de acordo com sua inteligência. Mas, nas últimas décadas, pesquisadores vêm constatando que notas altas e testes de QI não são indicadores de uma educação de qualidade - e muito menos uma garantia de sucesso na vida. O jornalista Paul Tough coloca em debate o atual paradigma da educação e questiona o valor dado à ideia de que uma criança bem-sucedida é aquela capaz de memorizar todo o conteúdo transmitido na sala de aula. Em 'Uma questão de caráter', o autor aborda com clareza o problema e alerta - não estamos dando a devida atenção ao desenvolvimento de qualidades não cognitivas, como curiosidade e a capacidade de lidar com o estresse. Com base em dados científicos, Tough defende que é possível proporcionar uma educação de qualidade tanto para alunos privilegiados quanto para as crianças e adolescentes que vivem em situação de pobreza e dependem de políticas públicas ineficientes. O objetivo - fazer com que nossos filhos estejam mais preparados para a vida e sejam capazes de conquistar realização pessoal e melhores oportunidades.|/MyLibrary/Images/Books/118.png|118.png
Rapido E Devagar|Daniel Kahneman||01/01/2012|Objetiva2|624|9788539003839|Não|||Nesta obra, Daniel Kahneman procura mostrar as formas que controlam a mente - o pensamento rápido, intuitivo e emocional e o devagar, lógico e ponderado. Daniel busca mostrar a capacidade do pensamento rápido, sua influência persuasiva nas decisões e até onde se pode ou não confiar nele. Segundo a obra, o entendimento do funcionamento dessas duas formas de pensar pode ajudar em decisões pessoais e profissionais.|/MyLibrary/Images/Books/61.png|61.png
Regras da comida (Portuguese Edition)|Michael Pollan||01/09/2010|Intrínseca|134|9788598078922|Não||||https://images-na.ssl-images-amazon.com/images/I/41L8AAySMOL.jpg|MOL.jpg
Regras simples: Como viver tranquilo e organizado em um mundo cada vez mais complexo (Portuguese Edition)|Donal Sull||12/01/2017|Intrínseca|275|9788551001042|Não||||/MyLibrary/Images/Books/132.png|132.png
Reinventando o Seu Próprio Sucesso (Em Portuguese do Brasil)|Marshall Goldsmith||2007|Elsevier|0|9788535213409|Não||||/MyLibrary/Images/Books/165.png|165.png
SAPIENS - UMA BREVE HISTORIA DA HUMANIDADE|YUVAL NOAH HARARI||01/01/2015|L & Pm|464|9788525432186|Não|||O autor repassa a história da humanidade, ou do homo sapiens, desde o surgimento da espécie durante a pré-história até o presente, mas em vez de apenas 'inventariar' os fatos históricos, ele os relaciona com questões do presente e os questiona de maneira surpreendente. Além disso, para cada fato ou crença que temos como certa hoje em dia, o autor apresenta as diversas interpretações existentes a partir de diferentes pontos de vista, inclusive as muito atuais, e vai além, sugerindo interpretações muitas vezes desconcertantes.|/MyLibrary/Images/Books/29.png|29.png
Scrum Guia Prático para Projetos Ágeis - 2ª edição|Cesar Brod|Business & Economics|29/06/2015|Novatec Editora|200|9788575224410|Não|||Praticar o Scrum é como tocar violão: com poucos acordes e um mínimo de talento é possível obter um bom resultado e impressionar muita gente. Mas daí a tocar em uma orquestra há um bom caminho de estudos a ser trilhado. O Scrum, por sua simplicidade e suas práticas rápidas e eficazes, é o caminho para o paraíso e uma tentação para o inferno, algo que os críticos e detratores não cansam de enfatizar. Ao contrário do que muitos são levados a pensar, o Scrum exige projetos bem documentados e apresenta um conjunto de formalidades em sua prática (mesmo que essas formalidades fujam da burocracia como o diabo foge da cruz). Este é um livro prático, escrito por um virginiano que dá um dedo para incorporar uma nova rotina (desde que seja fundamentalmente boa) à sua vida. Diferente de outros livros que têm um site que os complementa, este livro é o complemento, o guia de leitura e a organização do pensamento do autor, Cesar Brod, com relação a tudo o que ele já escreveu sobre metodologias ágeis. Porém, ao mesmo tempo, este livro é para ser lido offline, como uma história com início, meio, fim e cheiro. Afinal, não há nada mais intelectualmente excitante do que o cheiro de um livro novo. Destinado a todos os que querem começar algo novo e são bagunçados demais para colocar sua ideia em prática. Todos os que não acreditam em métodos e acham que estão pecando por isso. Todos os pecadores, que irão para o inferno se acharem que todo e qualquer método é ruim.|/MyLibrary/Images/Books/199.png|199.png
Scrum. A Arte de Faze o Dobro do Trabalho na Metade do Tempo (Em Portuguese do Brasil)|Jeff Sutherland||2014|LeYa|0|9788544100875|Não||||/MyLibrary/Images/Books/162.png|162.png
Sete hábitos das pessoas altamente eficazes|Stephen R. Covey|Character|2000|Ícone|440|9788571236875|Não|||Com idéias que conduzem a melhorias sensíveis em termos de desempenho profissional e satisfação pessoal, Stephen R. Covey promove verdadeira revolução no universo da administração. Conheça os 7 hábitos das pessoas altamente eficazes - seja pró-ativo; comece com o objetivo em mente; primeiro o mais importante; pense em ganha/ganha; procure primeiro compreender, depois ser compreendido; crie sinergia; afine o instrumento.|/MyLibrary/Images/Books/217.png|217.png
SLIDE-OLOGY - PORTUGUES BRASIL|Nancy Duarte||2010|Universo dos Livros|0|9788579300837|Não||||/MyLibrary/Images/Books/36.png|36.png
SOBRE A CRIATIVIDADE|DAVID BOHM||2011|UNESP|142|9788539301256|Não|||Esta obra aborda o processo criativo, onde o autor trata de sua considerada importância para a ciência, a arte e a vida em geral. Ao longo do ensaio, ele reflete sobre o que pode incitar a mente e procura compreender o contraste entre o pensamento mecânico e o pensamento criativo.|/MyLibrary/Images/Books/99.png|99.png
Sobre ética y economía|Amartya Sen||1999|Editora Companhia das Letras|143|9788571649217|Não|||Neste seu primeiro livro traduzido no Brasil, Amartya Sen traça um fascinante mapa de discussões e propostas numa perspectiva sob a qual a ética e economia são teorias interdependentes. A síntese do autor está estruturada pela seguinte idéia - se há acordo de que o valor fundamental que orienta a economia normativa e a ética - e as práticas derivadas - é a 'realização dos interesses racionais' das pessoas, o mesmo não acontece a respeito de um suposto 'núcleo' da 'racionalidade' e do modo mais razoável de comparar tais interesses visando ordená-los segundo prioridades de realização.|/MyLibrary/Images/Books/194.png|194.png
Sociologia|Cristina Costa||2000|Moderna|307|9788516016630|Não||||/MyLibrary/Images/Books/201.png|201.png
Sonho grande|Cristiane Correa|Businesspeople|2013|Sextante|264|9788575429105|Não|||Jorge Paulo Lemann, Marcel Telles e Beto Sicupira ergueram, em pouco mais de quatro décadas, o maior império da história do capitalismo brasileiro e ganharam uma projeção sem precedentes no cenário mundial. Eles compraram nada menos que três marcas americanas conhecidas globalmente - Budweiser, Burger King e Heinz. A fórmula de gestão que desenvolveram se baseia em meritocracia, simplicidade e busca incessante por redução de custos. 'Sonho Grande' é o relato detalhado dos bastidores da trajetória desses empresários desde a fundação do banco Garantia, nos anos 70.|/MyLibrary/Images/Books/79.png|79.png
Sucesso: Como Alcançar Suas Metas|Halvorson, Heidi Grant|Self-Help|09/05/2012|Alta Books Editora|264|9788576086666|Não|||“A cada dez anos, aproximadamente, alguém diz algo de original na área de desenvolvimento pessoal. Heidi Grant Halvorson é uma destas pessoas. Se você alguma vez fracassou em algum projeto ou busca realizar algo, Sucessoé uma leitura obrigatória.” — Mathew Kelly, autor best-seller no The New York Times. “Sucesso é um enorme êxito! É raro encontrarmos um livro que seja ao mesmo tempo brilhante e prático, divertido e rigoroso, fácil de ler e profundo. Sucesso é este tipo de livro. Se quiser reforçar o seu nível de sucesso e, de um modo geral, desfrutar de uma vida mais feliz, este livro foi escrito para você!” — Dr. Edward Hallowell, autor deMarried to Distraction e Delivered From Distraction. “Se você possui metas, precisa ler este livro. Se gerencia ou auxilia pessoas a alcançá-las, então tem que ler este livro! Sucesso é repleto de estudos fascinantes que revelam os segredos do sucesso. Heidi Grant Halvorson, no entanto, vai além dos estudos para nos mostrar a sua aplicação, poupando-nos anos de batalhas. Este é um livro para ser guardado.” — Peter Bregman, CEO da Bregman Partners, blogueiro da Harvard Business Review e autor de 18 Minutes: Find Your Focus, Master Distraction e Get the Right Things Done. Você sabe por que não consegue alcançar suas metas? Até mesmo as pessoas mais inteligentes e realizadas não conseguem compreender o que causou o seu sucesso ou o seu fracasso. A premiada psicóloga social Heidi Grant Halvorson passou muitos anos estudando conquistas e descobriu que, apesar de todos nós termos metas, quase ninguém compreende por que não conseguimos alcançá-las. Neste livro prático e leve, a Dra. Halvorson consegue desvendar o funcionamento das realizações e apresentar as ferramentas necessárias para o sucesso. Em Sucesso, todas as estratégias destinadas a provocar mudanças foram comprovadas na vida real. A Dra. Grant Halvorson apresenta ideias contraintuitivas e histórias brilhantes — algumas surpreendentes, outras extraídas de sua própria pesquisa — que podem nos ajudar imediatamente em qualquer meta que desejarmos alcançar, tais como: - Estabelecer uma meta que poderá ser alcançada apesar das adversidades; - Desenvolver uma força de vontade que possa ser fortalecida como um músculo; - Evitar o tipo de pensamento positivo que faz as pessoas fracassarem; - Criar um ambiente que o ajude a vencer. A Dra. Halvorson tem ótimos conselhos para motivar suas crianças, seus alunos e seus funcionários. Se a sua meta for conseguir um aumento, um parceiro ou vestir o manequim P, Sucesso poderá lhe ajudar a fazer isso. Este livro ajudará você a modificar o modo como resolve os seus problemas e criará novas possibilidades em todas as áreas de sua vida.|/MyLibrary/Images/Books/41.png|41.png
São José|Leonardo Boff|Religion|2005|VERUS|214|9788587795700|Não|||Com prefácio de Paulo Coelho, fervoroso devoto de São José, este livro de Leonardo Boff é fruto de 20 anos de pesquisas que resgatam o lado divino da figura do carpinteiro José, pai de Jesus, de cuja vida pouco ou quase nada se conhece. 'São José, a personificação do Pai' é uma obra de teologia criativa que propõe uma reflexão crítica e atualizada com uma nova visão desse homem justo e cheio de virtudes, dono de uma fé profunda. Com base teológica, o autor sustenta a afirmação da personificação da Família Divina na família humana - o Pai é José, o Filho é Jesus e o Espírito Santo é Maria. Nesta obra, Leonardo Boff considera a nova concepção de família do mundo atual e reforça o papel de José como o pai, esposo, educador e trabalhador, com seus valores, atitudes e virtudes.|/MyLibrary/Images/Books/9.png|s9.png
TED - FALAR, CONVENCER, EMOCIONAR|CARMINE GALLO||2013|Saraiva|288|9788502230408|Não|||Grandes ideias merecem ser compartilhadas. Com essa filosofia, as palestras TED se tornaram mundialmente conhecidas por sua qualidade e alcance. Em 'TED - falar, convencer, emocionar', Carmine Gallo revela as técnicas utilizadas por grandes oradores para conquistar plateias e vencer o medo de falar em público. Para entender como são feitas as melhores apresentações, Gallo analisou centenas de vídeos de palestrantes prestigiados, como Steve Jobs, Bono Vox, Stephen Hawking e Bill Clinton, além de entrevistar importantes pesquisadores das áreas de comunicação, neurociência e psicologia. A partir disso, o autor desenvolveu um método que possibilita a qualquer um ser capaz de idealizar, estruturar e apresentar uma palestra no melhor estilo do TED - envolvente e memorável.|/MyLibrary/Images/Books/153.png|153.png
TERAPIA COGNITIVO-COMPORTAMENTAL|JUDITH S. BECK||2013|Artmed|414|9788582710081|Não|||Esta edição do livro sobre a terapia cognitivo-comportamental (TCC), além dos fundamentos da técnica, traz informações sobre a prática, apresentando sugestões e exemplos que contemplam, entre outros tópicos, a ativação comportamental, a relação terapêutica e exercícios para casa.|/MyLibrary/Images/Books/133.png|133.png
Tornar-se Pessoa|Carl R. Rogers||2009|WMF Martins Fontes|0|9788578270858|Não||||/MyLibrary/Images/Books/21.png|21.png
TRABALHE 4 HORAS POR SEMANA|TIMOTHY FERRISS||2008|PLANETA DO BRASIL - GRUPO PLANETA|320|9788576653547|Não|||Trabalhe 4 horas por semana' pretende ensinar passo a passo como construir um estilo de vida que valorize o tempo livre desde agora, ou seja, antes mesmo da aposentadoria. Seguindo as sugestões do autor, o leitor pode não apenas conseguir aproveitar seu tempo como multiplicar seu salário e viver onde quiser.|/MyLibrary/Images/Books/146.png|146.png
Transformando-se...|STEVE ANDREAS||1991|Grupo Editorial Summus|208|9788532300690|Não|||Neste livro, continuação de Usando Sua Mente, de Richard Bandler, os autores aprofundam e ampliam a compreensão de como, através da linguagem, podemos ter acesso às experiências passadas e apresentam novas combinações, sequências e caminhos para utilizá-las. São explorados os padrões mentais que nos fazem ser como somos e oferecidos os meios para rapidamente mudarmos nosso comportamento.|/MyLibrary/Images/Books/71.png|71.png
TUDO E OBVIO - DESDE QUE VOCE SAIBA A RESPOSTA|DUNCAN J. WATTS||01/01/2011|Paz e Terra|328|9788577531912|Não|||Nesta obra, Duncan Watts procura mostrar que as explicações que as pessoas dão para o que observam na vida podem ser menos úteis do que parecem e conspiram para fazê-las acreditar que entendem mais sobre o comportamento humano do que de fato entendem. Sumário - Prefácio - O pedido de desculpas de um sociólogo; Parte I - O senso comum; O mito do senso comum; Pensando sobre o pensar; A sabedoria (e a loucura) das multidões; Pessoas especiais; História, esse professor indeciso; O sonho da previsão; Parte II - O senso incomum; Os melhores planos; A medida de todas as coisas; Equidade e justiça; O verdadeiro estudo da humanidade; Agradecimentos; Notas; Bibliografia; Índice.|/MyLibrary/Images/Books/181.png|181.png
Turma da Magali Jovem: 01 (Em Portuguese do Brasil)|Mauricio de Sousa||2011|Panini|0|9788573518580|Não||||/MyLibrary/Images/Books/3.png|s3.png
Técnicas De Mangá - Curso Avançado (Em Portuguese do Brasil)|Mai Yamaki||2008|JBC|0|9788587679710|Não||||/MyLibrary/Images/Books/13.png|13.png
UNICA COISA, A - O FOCO PODE TRAZER RESULTADOS|JAY PAPASAN||08/05/2014|Novo Século|208|9788542801842|Não|||Ocupado demais para ler um livro? Tudo bem, não há nada de errado em se dedicar a seu trabalho, a sua família, a seu futuro. A questão é - você está focado no que é realmente importante? Você dedica, hoje, a maior parte de seu tempo a alguma coisa, uma Única Coisa, que sintetize seus sonhos, seus desejos, suas aspirações? Os resultados que você obtém são diretamente influenciados pelas escolhas que faz. Alcance resultados extraordinários em todas as áreas de sua vida. Acabe com a desordem de sua rotina, siga e mantenha-se firme em direção a sua meta. Torne-se um mestre no que realmente importa para você. Focando em sua Única Coisa, é possível alcançar mais, fazendo menos. Qual é a sua Única Coisa?|/MyLibrary/Images/Books/78.png|78.png
Vire a Empresa do Avesso: Desafie as Regras e Construa um Empreendimento Divertido e Lucrativo|Robert Townsend||2012|Saraiva|0|9788502197534|Não||||/MyLibrary/Images/Books/170.png|170.png
Você É Indispensável (Em Portuguese do Brasil)|Seth Godin||2011|Agir|0|9788522011322|Não||||/MyLibrary/Images/Books/50.png|50.png
Álgebra linear para cursos de economia|Carlos Eduardo Pedreira, Regina Posternak.||2003|Campus||9788535211528|Não|||||no_img.jpg
Ética na vida das empresas : depoimentos e experiências|Maria do Carmo Whitaker||2007|DVS|284|9788588329386|Não||||/MyLibrary/Images/Books/180.png|180.png
